"CITY_ID","CITY_NAME","COUNTRY_NAME","AVG_COST_FOR_TWO_USD","AVG_COST_FOR_TWO_BRL","AVG_COST_FOR_TWO_EUR","HAS_TABLE_BOOKING","HAS_ONLINE_DELIVERY","PRICE_RANGE","AGGREGATE_RATING","NUM_OF_VOTES","RATING_COLOR","RATING_TEXT","REST_PER_CITY"
1,"New Delhi","India",5.27,24.82,4.85,false,false,1,0,0,"CBCBC8","Not rated",5473
1,"New Delhi","India",2.64,12.41,2.42,false,false,1,0,0,"CBCBC8","Not rated",5473
1,"Gurgaon","India",6.59,31.03,6.06,false,false,2,3.1,5,"CDD614","Average",1118
1,"New Delhi","India",15.82,74.46,14.54,true,false,3,2.7,31,"FFBA00","Average",5473
1,"New Delhi","India",2.64,12.41,2.42,false,false,1,0,1,"CBCBC8","Not rated",5473
1,"New Delhi","India",5.27,24.82,4.85,false,false,1,3.5,95,"9ACD32","Good",5473
1,"New Delhi","India",5.27,24.82,4.85,false,true,1,2.8,15,"FFBA00","Average",5473
1,"New Delhi","India",5.27,24.82,4.85,false,false,1,0,2,"CBCBC8","Not rated",5473
1,"New Delhi","India",19.78,93.08,18.17,true,false,3,3.2,286,"CDD614","Average",5473
1,"New Delhi","India",10.55,49.64,9.69,true,true,2,3.6,306,"9ACD32","Good",5473
1,"New Delhi","India",5.27,24.82,4.85,false,true,1,2.8,24,"FFBA00","Average",5473
1,"New Delhi","India",2.64,12.41,2.42,false,false,1,3.4,36,"CDD614","Average",5473
1,"New Delhi","India",6.59,31.03,6.06,false,true,2,3.2,6,"CDD614","Average",5473
1,"New Delhi","India",8.57,40.33,7.87,false,false,2,3.6,99,"9ACD32","Good",5473
1,"New Delhi","India",9.89,46.54,9.09,false,false,2,2.6,70,"FFBA00","Average",5473
1,"New Delhi","India",10.55,49.64,9.69,true,true,2,3.5,116,"9ACD32","Good",5473
1,"New Delhi","India",7.25,34.13,6.66,false,false,2,3.3,87,"CDD614","Average",5473
1,"Gurgaon","India",18.46,86.87,16.96,true,false,3,3.5,134,"9ACD32","Good",1118
1,"Noida","India",7.91,37.23,7.27,false,true,2,3,7,"CDD614","Average",1080
1,"New Delhi","India",2.64,12.41,2.42,false,false,1,4.2,542,"5BA829","Very Good",5473
1,"Gurgaon","India",4.61,21.72,4.24,false,false,1,0,0,"CBCBC8","Not rated",1118
1,"New Delhi","India",3.3,15.51,3.03,false,true,1,3.2,4,"CDD614","Average",5473
1,"Noida","India",26.37,124.11,24.23,true,false,4,2.4,221,"FF7800","Poor",1080
1,"Gurgaon","India",10.55,49.64,9.69,false,false,2,0,1,"CBCBC8","Not rated",1118
1,"Gurgaon","India",7.91,37.23,7.27,false,true,2,3.1,7,"CDD614","Average",1118
1,"New Delhi","India",6.59,31.03,6.06,false,true,2,2.7,114,"FFBA00","Average",5473
1,"New Delhi","India",5.27,24.82,4.85,false,false,1,3.2,12,"CDD614","Average",5473
1,"New Delhi","India",3.3,15.51,3.03,false,false,1,2.6,23,"FFBA00","Average",5473
1,"Noida","India",3.96,18.62,3.63,false,true,1,0,2,"CBCBC8","Not rated",1080
1,"Gurgaon","India",9.23,43.44,8.48,false,false,2,2.4,125,"FF7800","Poor",1118
1,"Noida","India",6.59,31.03,6.06,false,false,2,3.1,10,"CDD614","Average",1080
1,"Gurgaon","India",8.57,40.33,7.87,false,false,2,3.1,12,"CDD614","Average",1118
1,"New Delhi","India",6.59,31.03,6.06,false,true,2,2.5,25,"FFBA00","Average",5473
1,"New Delhi","India",6.59,31.03,6.06,false,false,2,0,0,"CBCBC8","Not rated",5473
1,"New Delhi","India",1.32,6.21,1.21,false,false,1,0,1,"CBCBC8","Not rated",5473
1,"New Delhi","India",14.5,68.26,13.33,true,false,3,3.7,140,"9ACD32","Good",5473
1,"New Delhi","India",8.57,40.33,7.87,false,true,2,3.2,11,"CDD614","Average",5473
1,"New Delhi","India",3.3,15.51,3.03,false,false,1,0,2,"CBCBC8","Not rated",5473
1,"New Delhi","India",6.59,31.03,6.06,false,false,2,3.6,62,"9ACD32","Good",5473
1,"New Delhi","India",1.32,6.21,1.21,false,false,1,3.3,8,"CDD614","Average",5473
1,"New Delhi","India",7.91,37.23,7.27,false,true,2,2.7,6,"FFBA00","Average",5473
1,"Noida","India",3.96,18.62,3.63,false,false,1,0,0,"CBCBC8","Not rated",1080
1,"New Delhi","India",5.27,24.82,4.85,false,false,1,2.7,9,"FFBA00","Average",5473
1,"New Delhi","India",11.87,55.85,10.9,true,true,2,2,191,"FF7800","Poor",5473
1,"New Delhi","India",3.3,15.51,3.03,false,false,1,3,24,"CDD614","Average",5473
1,"New Delhi","India",1.32,6.21,1.21,false,false,1,0,0,"CBCBC8","Not rated",5473
1,"New Delhi","India",10.55,49.64,9.69,true,false,2,3.3,12,"CDD614","Average",5473
1,"New Delhi","India",5.27,24.82,4.85,false,false,1,3,6,"CDD614","Average",5473
1,"New Delhi","India",7.91,37.23,7.27,false,true,2,2.5,100,"FFBA00","Average",5473
1,"Gurgaon","India",2.64,12.41,2.42,false,false,1,3,4,"CDD614","Average",1118
1,"New Delhi","India",5.93,27.92,5.45,false,false,1,3.5,49,"9ACD32","Good",5473
1,"New Delhi","India",3.3,15.51,3.03,false,false,1,0,1,"CBCBC8","Not rated",5473
1,"New Delhi","India",2.64,12.41,2.42,false,false,1,0,1,"CBCBC8","Not rated",5473
1,"New Delhi","India",5.93,27.92,5.45,false,false,1,2.9,4,"FFBA00","Average",5473
1,"New Delhi","India",1.98,9.31,1.82,false,false,1,2.8,10,"FFBA00","Average",5473
1,"New Delhi","India",2.64,12.41,2.42,false,false,1,3.2,15,"CDD614","Average",5473
1,"New Delhi","India",6.59,31.03,6.06,false,false,2,0,0,"CBCBC8","Not rated",5473
1,"New Delhi","India",2.64,12.41,2.42,false,false,1,2.8,11,"FFBA00","Average",5473
1,"New Delhi","India",3.3,15.51,3.03,false,false,1,0,0,"CBCBC8","Not rated",5473
1,"Gurgaon","India",9.23,43.44,8.48,false,true,2,3.2,17,"CDD614","Average",1118
1,"New Delhi","India",3.96,18.62,3.63,false,false,1,3.2,9,"CDD614","Average",5473
1,"Noida","India",1.32,6.21,1.21,false,false,1,0,0,"CBCBC8","Not rated",1080
1,"New Delhi","India",3.96,18.62,3.63,false,false,1,2.6,19,"FFBA00","Average",5473
1,"Gurgaon","India",7.91,37.23,7.27,false,false,2,0,0,"CBCBC8","Not rated",1118
1,"New Delhi","India",6.59,31.03,6.06,false,false,2,2.9,9,"FFBA00","Average",5473
1,"New Delhi","India",4.61,21.72,4.24,false,false,1,0,1,"CBCBC8","Not rated",5473
1,"New Delhi","India",2.64,12.41,2.42,false,false,1,2.9,6,"FFBA00","Average",5473
1,"Noida","India",2.64,12.41,2.42,false,false,1,0,0,"CBCBC8","Not rated",1080
1,"New Delhi","India",2.64,12.41,2.42,false,false,1,2.8,16,"FFBA00","Average",5473
1,"New Delhi","India",2.64,12.41,2.42,false,false,1,0,1,"CBCBC8","Not rated",5473
1,"New Delhi","India",1.98,9.31,1.82,false,false,1,3.5,27,"9ACD32","Good",5473
1,"Gurgaon","India",1.98,9.31,1.82,false,false,1,0,0,"CBCBC8","Not rated",1118
1,"Gurgaon","India",7.91,37.23,7.27,false,true,2,3,174,"CDD614","Average",1118
1924,"Balingup","Australia",20,94.14,18.38,false,false,2,3.2,21,"CDD614","Average",1
1,"Gurgaon","India",15.82,74.46,14.54,false,false,3,3.2,26,"CDD614","Average",1118
1,"Noida","India",10.55,49.64,9.69,true,true,2,3.1,45,"CDD614","Average",1080
1,"New Delhi","India",6.59,31.03,6.06,false,false,2,0,0,"CBCBC8","Not rated",5473
1,"New Delhi","India",4.61,21.72,4.24,false,false,1,3.1,13,"CDD614","Average",5473
1,"New Delhi","India",5.27,24.82,4.85,false,false,1,0,0,"CBCBC8","Not rated",5473
1,"Gurgaon","India",6.59,31.03,6.06,false,true,2,3.4,165,"CDD614","Average",1118
1,"Gurgaon","India",3.96,18.62,3.63,false,false,1,0,0,"CBCBC8","Not rated",1118
1,"New Delhi","India",15.82,74.46,14.54,true,false,3,3.7,379,"9ACD32","Good",5473
1,"New Delhi","India",5.27,24.82,4.85,false,false,1,3.2,21,"CDD614","Average",5473
1,"Noida","India",5.27,24.82,4.85,false,false,1,0,0,"CBCBC8","Not rated",1080
1,"Gurgaon","India",7.91,37.23,7.27,false,true,2,2.3,34,"FF7800","Poor",1118
1,"New Delhi","India",3.96,18.62,3.63,false,false,1,0,2,"CBCBC8","Not rated",5473
1,"Gurgaon","India",3.96,18.62,3.63,false,true,1,3.8,74,"9ACD32","Good",1118
1,"New Delhi","India",3.96,18.62,3.63,false,false,1,0,1,"CBCBC8","Not rated",5473
1,"Noida","India",10.55,49.64,9.69,false,false,2,0,1,"CBCBC8","Not rated",1080
1,"New Delhi","India",3.3,15.51,3.03,false,false,1,0,2,"CBCBC8","Not rated",5473
1,"New Delhi","India",5.27,24.82,4.85,false,false,1,0,0,"CBCBC8","Not rated",5473
1,"New Delhi","India",9.23,43.44,8.48,false,false,2,3,5,"CDD614","Average",5473
1,"Ghaziabad","India",1.98,9.31,1.82,false,false,1,2.8,14,"FFBA00","Average",25
1,"New Delhi","India",3.3,15.51,3.03,false,false,1,0,1,"CBCBC8","Not rated",5473
1,"New Delhi","India",2.64,12.41,2.42,false,false,1,2.8,5,"FFBA00","Average",5473
1,"New Delhi","India",6.59,31.03,6.06,false,true,2,3.6,160,"9ACD32","Good",5473
1,"New Delhi","India",8.57,40.33,7.87,false,false,2,3.1,15,"CDD614","Average",5473
1,"New Delhi","India",6.59,31.03,6.06,false,false,2,3.9,44,"9ACD32","Good",5473
1,"Gurgaon","India",5.27,24.82,4.85,false,false,1,2.8,6,"FFBA00","Average",1118
1,"New Delhi","India",23.73,111.7,21.81,true,false,3,2.8,21,"FFBA00","Average",5473
1,"Gurgaon","India",26.37,124.11,24.23,true,false,4,2.6,35,"FFBA00","Average",1118
1,"Noida","India",6.59,31.03,6.06,false,false,2,0,0,"CBCBC8","Not rated",1080
1,"New Delhi","India",2.64,12.41,2.42,false,false,1,0,1,"CBCBC8","Not rated",5473
1,"New Delhi","India",7.91,37.23,7.27,false,true,2,3.2,28,"CDD614","Average",5473
1,"Gurgaon","India",2.64,12.41,2.42,false,false,1,2.9,4,"FFBA00","Average",1118
1,"New Delhi","India",4.61,21.72,4.24,false,true,1,2.8,7,"FFBA00","Average",5473
1,"New Delhi","India",3.96,18.62,3.63,false,false,1,0,0,"CBCBC8","Not rated",5473
1,"Ghaziabad","India",1.32,6.21,1.21,false,false,1,3.1,7,"CDD614","Average",25
3525,"Chatham-Kent","Canada",25,117.67,22.97,false,false,2,3.7,176,"9ACD32","Good",1
1,"New Delhi","India",7.91,37.23,7.27,false,false,2,3.4,193,"CDD614","Average",5473
1,"New Delhi","India",23.73,111.7,21.81,false,false,3,3.9,908,"9ACD32","Good",5473
1,"New Delhi","India",5.27,24.82,4.85,false,true,1,3.4,33,"CDD614","Average",5473
1,"New Delhi","India",4.61,21.72,4.24,false,false,1,3.2,62,"CDD614","Average",5473
1,"New Delhi","India",3.3,15.51,3.03,false,false,1,3,26,"CDD614","Average",5473
1,"New Delhi","India",1.32,6.21,1.21,false,false,1,0,0,"CBCBC8","Not rated",5473
1,"New Delhi","India",4.61,21.72,4.24,false,false,1,0,1,"CBCBC8","Not rated",5473
1,"Gurgaon","India",6.59,31.03,6.06,false,true,2,2.7,7,"FFBA00","Average",1118
1,"New Delhi","India",11.21,52.74,10.3,true,false,2,2.9,8,"FFBA00","Average",5473
1,"New Delhi","India",1.98,9.31,1.82,false,false,1,3.3,15,"CDD614","Average",5473
1,"New Delhi","India",3.3,15.51,3.03,false,false,1,2.8,7,"FFBA00","Average",5473
1,"New Delhi","India",1.98,9.31,1.82,false,false,1,0,0,"CBCBC8","Not rated",5473
1,"New Delhi","India",7.25,34.13,6.66,false,false,2,2.9,45,"FFBA00","Average",5473
1,"New Delhi","India",3.96,18.62,3.63,false,false,1,2.9,8,"FFBA00","Average",5473
1,"New Delhi","India",6.59,31.03,6.06,false,true,2,3.2,33,"CDD614","Average",5473
1,"New Delhi","India",7.91,37.23,7.27,false,false,2,3,8,"CDD614","Average",5473
1,"New Delhi","India",2.64,12.41,2.42,false,false,1,0,0,"CBCBC8","Not rated",5473
1,"New Delhi","India",2.64,12.41,2.42,false,false,1,0,2,"CBCBC8","Not rated",5473
1,"Noida","India",3.96,18.62,3.63,false,false,1,0,2,"CBCBC8","Not rated",1080
1,"New Delhi","India",6.59,31.03,6.06,false,true,2,3.4,77,"CDD614","Average",5473
1,"New Delhi","India",13.18,62.05,12.11,false,true,3,2.4,224,"FF7800","Poor",5473
1,"New Delhi","India",5.27,24.82,4.85,false,false,1,3.1,4,"CDD614","Average",5473
1,"Noida","India",2.64,12.41,2.42,false,false,1,3.4,23,"CDD614","Average",1080
1,"Gurgaon","India",6.59,31.03,6.06,false,false,2,3.3,17,"CDD614","Average",1118
1,"New Delhi","India",5.93,27.92,5.45,false,false,1,2.8,8,"FFBA00","Average",5473
1,"New Delhi","India",3.3,15.51,3.03,false,false,1,2.9,7,"FFBA00","Average",5473
1,"New Delhi","India",3.96,18.62,3.63,false,false,1,3.4,53,"CDD614","Average",5473
1,"New Delhi","India",17.14,80.67,15.75,true,true,3,4.4,541,"5BA829","Very Good",5473
1,"New Delhi","India",7.91,37.23,7.27,false,true,2,2.9,37,"FFBA00","Average",5473
1,"Gurgaon","India",17.14,80.67,15.75,false,true,3,3.8,124,"9ACD32","Good",1118
1,"New Delhi","India",1.32,6.21,1.21,false,false,1,0,0,"CBCBC8","Not rated",5473
1,"New Delhi","India",6.59,31.03,6.06,false,false,2,3.8,388,"9ACD32","Good",5473
1,"New Delhi","India",1.32,6.21,1.21,false,false,1,0,0,"CBCBC8","Not rated",5473
1,"New Delhi","India",1.32,6.21,1.21,false,false,1,0,1,"CBCBC8","Not rated",5473
1,"New Delhi","India",4.61,21.72,4.24,false,false,1,0,2,"CBCBC8","Not rated",5473
1,"New Delhi","India",3.3,15.51,3.03,false,false,1,3.1,7,"CDD614","Average",5473
1,"New Delhi","India",17.14,80.67,15.75,true,false,3,2.9,140,"FFBA00","Average",5473
1,"Gurgaon","India",7.25,34.13,6.66,false,true,2,3.1,195,"CDD614","Average",1118
1,"New Delhi","India",3.96,18.62,3.63,false,true,1,3.3,32,"CDD614","Average",5473
1,"New Delhi","India",6.59,31.03,6.06,false,true,2,3.3,65,"CDD614","Average",5473
1,"Gurgaon","India",3.96,18.62,3.63,false,true,1,3.2,21,"CDD614","Average",1118
1,"New Delhi","India",3.96,18.62,3.63,false,false,1,3.1,25,"CDD614","Average",5473
1,"New Delhi","India",10.55,49.64,9.69,true,true,2,3.4,430,"CDD614","Average",5473
1,"New Delhi","India",1.32,6.21,1.21,false,false,1,3.1,8,"CDD614","Average",5473
1,"New Delhi","India",9.23,43.44,8.48,false,false,2,3.2,679,"CDD614","Average",5473
1,"Gurgaon","India",18.46,86.87,16.96,true,false,3,0,2,"CBCBC8","Not rated",1118
2576,"Flaxton","Australia",30,141.21,27.57,false,false,3,3.5,37,"9ACD32","Good",1
1,"New Delhi","India",2.64,12.41,2.42,false,false,1,0,0,"CBCBC8","Not rated",5473
1,"New Delhi","India",3.96,18.62,3.63,false,false,1,0,0,"CBCBC8","Not rated",5473
1,"New Delhi","India",5.27,24.82,4.85,false,true,1,3.9,454,"9ACD32","Good",5473
1,"New Delhi","India",1.32,6.21,1.21,false,false,1,0,3,"CBCBC8","Not rated",5473
1,"New Delhi","India",0.66,3.1,0.61,false,false,1,0,3,"CBCBC8","Not rated",5473
1,"Gurgaon","India",9.23,43.44,8.48,false,true,2,4,20,"5BA829","Very Good",1118
1,"New Delhi","India",3.96,18.62,3.63,false,true,1,2.7,11,"FFBA00","Average",5473
1,"New Delhi","India",2.64,12.41,2.42,false,false,1,0,2,"CBCBC8","Not rated",5473
1,"New Delhi","India",2.64,12.41,2.42,false,false,1,2.9,5,"FFBA00","Average",5473
1,"Noida","India",3.96,18.62,3.63,false,false,1,0,0,"CBCBC8","Not rated",1080
1,"Noida","India",5.27,24.82,4.85,false,false,1,0,1,"CBCBC8","Not rated",1080
1,"New Delhi","India",1.32,6.21,1.21,false,false,1,3.2,17,"CDD614","Average",5473
1,"New Delhi","India",2.64,12.41,2.42,false,false,1,3,12,"CDD614","Average",5473
1,"Ghaziabad","India",7.91,37.23,7.27,false,false,2,2.7,14,"FFBA00","Average",25
1,"New Delhi","India",2.64,12.41,2.42,false,false,1,0,0,"CBCBC8","Not rated",5473
1,"New Delhi","India",2.64,12.41,2.42,false,false,1,3.2,15,"CDD614","Average",5473
1,"Gurgaon","India",19.78,93.08,18.17,false,false,3,4.1,105,"5BA829","Very Good",1118
1,"Gurgaon","India",8.57,40.33,7.87,false,false,2,3.3,22,"CDD614","Average",1118
1,"New Delhi","India",6.59,31.03,6.06,false,false,2,2.8,5,"FFBA00","Average",5473
1,"New Delhi","India",1.32,6.21,1.21,false,false,1,0,0,"CBCBC8","Not rated",5473
1,"Noida","India",5.27,24.82,4.85,false,false,1,3.8,169,"9ACD32","Good",1080
1,"New Delhi","India",6.59,31.03,6.06,false,true,2,3.5,37,"9ACD32","Good",5473
1,"New Delhi","India",2.64,12.41,2.42,false,false,1,2.7,11,"FFBA00","Average",5473
1,"New Delhi","India",2.64,12.41,2.42,false,false,1,3.7,36,"9ACD32","Good",5473
1,"New Delhi","India",2.64,12.41,2.42,false,false,1,0,3,"CBCBC8","Not rated",5473
1,"Noida","India",4.61,21.72,4.24,false,true,1,0,3,"CBCBC8","Not rated",1080
1,"New Delhi","India",7.91,37.23,7.27,false,false,2,3.5,40,"9ACD32","Good",5473
1,"Gurgaon","India",2.64,12.41,2.42,false,false,1,2.9,10,"FFBA00","Average",1118
1,"New Delhi","India",3.96,18.62,3.63,false,false,1,0,2,"CBCBC8","Not rated",5473
1,"New Delhi","India",7.91,37.23,7.27,false,true,2,2.3,26,"FF7800","Poor",5473
1,"New Delhi","India",5.93,27.92,5.45,false,false,1,0,2,"CBCBC8","Not rated",5473
1,"New Delhi","India",2.64,12.41,2.42,false,false,1,0,0,"CBCBC8","Not rated",5473
1,"Noida","India",17.14,80.67,15.75,true,false,3,3.2,37,"CDD614","Average",1080
1,"New Delhi","India",15.82,74.46,14.54,false,false,3,3,6,"CDD614","Average",5473
1,"New Delhi","India",5.93,27.92,5.45,false,false,1,0,2,"CBCBC8","Not rated",5473
1,"New Delhi","India",3.96,18.62,3.63,false,false,1,4.2,729,"5BA829","Very Good",5473
1,"Gurgaon","India",5.27,24.82,4.85,false,true,1,2.7,15,"FFBA00","Average",1118
1,"New Delhi","India",5.27,24.82,4.85,false,true,1,3.4,36,"CDD614","Average",5473
1,"New Delhi","India",5.27,24.82,4.85,false,false,1,0,0,"CBCBC8","Not rated",5473
1,"Noida","India",13.18,62.05,12.11,false,false,3,0,0,"CBCBC8","Not rated",1080
1,"New Delhi","India",8.57,40.33,7.87,true,true,2,3.8,1970,"9ACD32","Good",5473
1,"New Delhi","India",3.96,18.62,3.63,false,false,1,3.4,13,"CDD614","Average",5473
1,"New Delhi","India",3.96,18.62,3.63,false,false,1,0,2,"CBCBC8","Not rated",5473
1,"New Delhi","India",9.23,43.44,8.48,false,false,2,3.2,121,"CDD614","Average",5473
1,"New Delhi","India",15.82,74.46,14.54,true,false,3,4,412,"5BA829","Very Good",5473
1,"New Delhi","India",5.93,27.92,5.45,false,false,1,3.5,24,"9ACD32","Good",5473
1,"New Delhi","India",13.18,62.05,12.11,true,true,3,3.2,102,"CDD614","Average",5473
1,"New Delhi","India",5.93,27.92,5.45,false,false,1,2.7,15,"FFBA00","Average",5473
1,"New Delhi","India",7.25,34.13,6.66,false,false,2,3.2,32,"CDD614","Average",5473
1,"New Delhi","India",6.59,31.03,6.06,false,true,2,2.6,46,"FFBA00","Average",5473
1,"Gurgaon","India",7.91,37.23,7.27,false,false,2,0,0,"CBCBC8","Not rated",1118
1,"New Delhi","India",4.61,21.72,4.24,false,false,1,0,1,"CBCBC8","Not rated",5473
1,"Gurgaon","India",8.57,40.33,7.87,false,true,2,3.4,39,"CDD614","Average",1118
1,"Gurgaon","India",7.91,37.23,7.27,false,true,2,3,13,"CDD614","Average",1118
1,"New Delhi","India",3.96,18.62,3.63,false,false,1,2.8,23,"FFBA00","Average",5473
1,"New Delhi","India",5.27,24.82,4.85,false,false,1,0,3,"CBCBC8","Not rated",5473
1,"Gurgaon","India",7.91,37.23,7.27,false,false,2,2.9,5,"FFBA00","Average",1118
1,"New Delhi","India",26.37,124.11,24.23,true,false,4,3.1,80,"CDD614","Average",5473
1,"New Delhi","India",1.98,9.31,1.82,false,false,1,0,2,"CBCBC8","Not rated",5473
1,"Gurgaon","India",19.78,93.08,18.17,true,false,3,3.5,240,"9ACD32","Good",1118
1,"Gurgaon","India",26.37,124.11,24.23,true,false,4,3,21,"CDD614","Average",1118
1,"New Delhi","India",5.27,24.82,4.85,false,false,1,3.3,21,"CDD614","Average",5473
1,"Gurgaon","India",5.27,24.82,4.85,false,false,1,3.2,13,"CDD614","Average",1118
1,"New Delhi","India",7.91,37.23,7.27,false,false,2,3.1,62,"CDD614","Average",5473
1,"New Delhi","India",2.64,12.41,2.42,false,false,1,2.9,4,"FFBA00","Average",5473
1,"New Delhi","India",7.91,37.23,7.27,false,false,2,2.8,16,"FFBA00","Average",5473
1,"New Delhi","India",4.61,21.72,4.24,false,false,1,0,0,"CBCBC8","Not rated",5473
1,"New Delhi","India",1.98,9.31,1.82,false,false,1,2.8,14,"FFBA00","Average",5473
1,"Noida","India",5.93,27.92,5.45,false,false,1,2.9,15,"FFBA00","Average",1080
1,"New Delhi","India",3.96,18.62,3.63,false,false,1,0,2,"CBCBC8","Not rated",5473
1,"New Delhi","India",3.3,15.51,3.03,false,false,1,0,0,"CBCBC8","Not rated",5473
1,"Gurgaon","India",21.09,99.28,19.38,true,false,3,3.4,23,"CDD614","Average",1118
1,"Noida","India",5.27,24.82,4.85,false,false,1,3,4,"CDD614","Average",1080
1,"New Delhi","India",7.91,37.23,7.27,false,true,2,3.5,27,"9ACD32","Good",5473
1,"Gurgaon","India",5.27,24.82,4.85,false,false,1,0,0,"CBCBC8","Not rated",1118
1,"Gurgaon","India",13.18,62.05,12.11,true,false,3,3,7,"CDD614","Average",1118
1,"Noida","India",3.96,18.62,3.63,false,false,1,3.5,22,"9ACD32","Good",1080
1,"Noida","India",6.59,31.03,6.06,false,false,2,0,0,"CBCBC8","Not rated",1080
1,"New Delhi","India",11.87,55.85,10.9,false,true,2,2.8,7,"FFBA00","Average",5473
1,"New Delhi","India",3.96,18.62,3.63,false,false,1,3.6,50,"9ACD32","Good",5473
1,"New Delhi","India",5.93,27.92,5.45,false,true,1,0,2,"CBCBC8","Not rated",5473
1,"New Delhi","India",2.64,12.41,2.42,false,false,1,2.9,4,"FFBA00","Average",5473
1,"New Delhi","India",10.55,49.64,9.69,true,true,2,3.3,90,"CDD614","Average",5473
1,"New Delhi","India",1.32,6.21,1.21,false,false,1,0,3,"CBCBC8","Not rated",5473
1,"New Delhi","India",6.59,31.03,6.06,false,false,2,2.9,8,"FFBA00","Average",5473
1,"New Delhi","India",3.96,18.62,3.63,false,false,1,3.1,15,"CDD614","Average",5473
1,"Gurgaon","India",8.57,40.33,7.87,false,false,2,0,0,"CBCBC8","Not rated",1118
1,"New Delhi","India",13.18,62.05,12.11,true,false,3,3.1,16,"CDD614","Average",5473
1,"Gurgaon","India",2.64,12.41,2.42,false,false,1,0,0,"CBCBC8","Not rated",1118
1,"Gurgaon","India",6.59,31.03,6.06,false,true,2,2.8,14,"FFBA00","Average",1118
1,"New Delhi","India",3.96,18.62,3.63,false,false,1,3,12,"CDD614","Average",5473
1,"New Delhi","India",6.59,31.03,6.06,false,true,2,3.6,555,"9ACD32","Good",5473
